value,label
WEST_VIRGINIA_BANCROFT,"West Virginia, Bancroft"
WEST_VIRGINIA_BARBOURSVILLE,"West Virginia, Barboursville"
WEST_VIRGINIA_BARRACKVILLE,"West Virginia, Barrackville"
WEST_VIRGINIA_BAYARD,"West Virginia, Bayard"
WEST_VIRGINIA_BEAVER,"West Virginia, Beaver"
WEST_VIRGINIA_BECKLEY,"West Virginia, Beckley"
WEST_VIRGINIA_BEECH_BOTTOM,"West Virginia, Beech Bottom"
WEST_VIRGINIA_BELINGTON,"West Virginia, Belington"
WEST_VIRGINIA_BELLE,"West Virginia, Belle"
WEST_VIRGINIA_BELMONT,"West Virginia, Belmont"
WEST_VIRGINIA_BENWOOD,"West Virginia, Benwood"
WEST_VIRGINIA_BETHANY,"West Virginia, Bethany"
WEST_VIRGINIA_BETHLEHEM,"West Virginia, Bethlehem"
WEST_VIRGINIA_BEVERLY,"West Virginia, Beverly"
WEST_VIRGINIA_BLACKSVILLE,"West Virginia, Blacksville"
WEST_VIRGINIA_BLENNERHASSETT,"West Virginia, Blennerhassett"
WEST_VIRGINIA_BLUEFIELD,"West Virginia, Bluefield"
WEST_VIRGINIA_BOAZ,"West Virginia, Boaz"
WEST_VIRGINIA_BOLIVAR,"West Virginia, Bolivar"
WEST_VIRGINIA_BRADLEY,"West Virginia, Bradley"
WEST_VIRGINIA_BRADSHAW,"West Virginia, Bradshaw"
WEST_VIRGINIA_BRAMWELL,"West Virginia, Bramwell"
WEST_VIRGINIA_BRANDONVILLE,"West Virginia, Brandonville"
WEST_VIRGINIA_BRIDGEPORT,"West Virginia, Bridgeport"
WEST_VIRGINIA_BROOKHAVEN,"West Virginia, Brookhaven"
WEST_VIRGINIA_BRUCETON_MILLS,"West Virginia, Bruceton Mills"
WEST_VIRGINIA_BUCKHANNON,"West Virginia, Buckhannon"
WEST_VIRGINIA_BUFFALO,"West Virginia, Buffalo"
WEST_VIRGINIA_BURNSVILLE,"West Virginia, Burnsville"
WEST_VIRGINIA_CAIRO,"West Virginia, Cairo"
WEST_VIRGINIA_CAMDEN_ON_GAULEY,"West Virginia, Camden-on-Gauley"
WEST_VIRGINIA_CAMERON,"West Virginia, Cameron"
WEST_VIRGINIA_CAPON_BRIDGE,"West Virginia, Capon Bridge"
WEST_VIRGINIA_CARPENDALE,"West Virginia, Carpendale"
WEST_VIRGINIA_CASSVILLE,"West Virginia, Cassville"
WEST_VIRGINIA_CEDAR_GROVE,"West Virginia, Cedar Grove"
WEST_VIRGINIA_CEREDO,"West Virginia, Ceredo"
WEST_VIRGINIA_CHAPMANVILLE,"West Virginia, Chapmanville"
WEST_VIRGINIA_CHARLESTON,"West Virginia, Charleston"
WEST_VIRGINIA_CHARLES_TOWN,"West Virginia, Charles Town"
WEST_VIRGINIA_CHATTAROY,"West Virginia, Chattaroy"
WEST_VIRGINIA_CHEAT_LAKE,"West Virginia, Cheat Lake"
WEST_VIRGINIA_CHESAPEAKE,"West Virginia, Chesapeake"
WEST_VIRGINIA_CHESTER,"West Virginia, Chester"
WEST_VIRGINIA_CLARKSBURG,"West Virginia, Clarksburg"
WEST_VIRGINIA_CLAY,"West Virginia, Clay"
WEST_VIRGINIA_CLEARVIEW,"West Virginia, Clearview"
WEST_VIRGINIA_CLENDENIN,"West Virginia, Clendenin"
WEST_VIRGINIA_COAL_CITY,"West Virginia, Coal City"
WEST_VIRGINIA_COAL_FORK,"West Virginia, Coal Fork"
WEST_VIRGINIA_CORPORATION_OF_RANSON,"West Virginia, Corporation of Ranson"
WEST_VIRGINIA_COWEN,"West Virginia, Cowen"
WEST_VIRGINIA_CRAB_ORCHARD,"West Virginia, Crab Orchard"
WEST_VIRGINIA_CRAIGSVILLE,"West Virginia, Craigsville"
WEST_VIRGINIA_CROSS_LANES,"West Virginia, Cross Lanes"
WEST_VIRGINIA_CULLODEN,"West Virginia, Culloden"
WEST_VIRGINIA_DANIELS,"West Virginia, Daniels"
WEST_VIRGINIA_DANVILLE,"West Virginia, Danville"
WEST_VIRGINIA_DAVIS,"West Virginia, Davis"
WEST_VIRGINIA_DAVY,"West Virginia, Davy"
WEST_VIRGINIA_DELBARTON,"West Virginia, Delbarton"
WEST_VIRGINIA_DESPARD,"West Virginia, Despard"
WEST_VIRGINIA_DUNBAR,"West Virginia, Dunbar"
WEST_VIRGINIA_DURBIN,"West Virginia, Durbin"
WEST_VIRGINIA_EAST_BANK,"West Virginia, East Bank"
WEST_VIRGINIA_ELEANOR,"West Virginia, Eleanor"
WEST_VIRGINIA_ELIZABETH,"West Virginia, Elizabeth"
WEST_VIRGINIA_ELK_GARDEN,"West Virginia, Elk Garden"
WEST_VIRGINIA_ELKINS,"West Virginia, Elkins"
WEST_VIRGINIA_ELKVIEW,"West Virginia, Elkview"
WEST_VIRGINIA_ELLENBORO,"West Virginia, Ellenboro"
WEST_VIRGINIA_ENTERPRISE,"West Virginia, Enterprise"
WEST_VIRGINIA_FAIRLEA,"West Virginia, Fairlea"
WEST_VIRGINIA_FAIRMONT,"West Virginia, Fairmont"
WEST_VIRGINIA_FAIRVIEW,"West Virginia, Fairview"
WEST_VIRGINIA_FALLING_SPRING,"West Virginia, Falling Spring"
WEST_VIRGINIA_FARMINGTON,"West Virginia, Farmington"
WEST_VIRGINIA_FAYETTEVILLE,"West Virginia, Fayetteville"
WEST_VIRGINIA_FLATWOODS,"West Virginia, Flatwoods"
WEST_VIRGINIA_FLEMINGTON,"West Virginia, Flemington"
WEST_VIRGINIA_FOLLANSBEE,"West Virginia, Follansbee"
WEST_VIRGINIA_FORT_ASHBY,"West Virginia, Fort Ashby"
WEST_VIRGINIA_FORT_GAY,"West Virginia, Fort Gay"
WEST_VIRGINIA_FRANKLIN,"West Virginia, Franklin"
WEST_VIRGINIA_FRIENDLY,"West Virginia, Friendly"
WEST_VIRGINIA_GARY,"West Virginia, Gary"
WEST_VIRGINIA_GASSAWAY,"West Virginia, Gassaway"
WEST_VIRGINIA_GAULEY_BRIDGE,"West Virginia, Gauley Bridge"
WEST_VIRGINIA_GILBERT,"West Virginia, Gilbert"
WEST_VIRGINIA_GILBERT_CREEK,"West Virginia, Gilbert Creek"
WEST_VIRGINIA_GLASGOW,"West Virginia, Glasgow"
WEST_VIRGINIA_GLEN_DALE,"West Virginia, Glen Dale"
WEST_VIRGINIA_GLENVILLE,"West Virginia, Glenville"
WEST_VIRGINIA_GRAFTON,"West Virginia, Grafton"
WEST_VIRGINIA_GRANTSVILLE,"West Virginia, Grantsville"
WEST_VIRGINIA_GRANT_TOWN,"West Virginia, Grant Town"
WEST_VIRGINIA_GRANVILLE,"West Virginia, Granville"
WEST_VIRGINIA_HAMBLETON,"West Virginia, Hambleton"
WEST_VIRGINIA_HAMLIN,"West Virginia, Hamlin"
WEST_VIRGINIA_HANDLEY,"West Virginia, Handley"
WEST_VIRGINIA_HARMAN,"West Virginia, Harman"
WEST_VIRGINIA_HARPERS_FERRY,"West Virginia, Harpers Ferry"
WEST_VIRGINIA_HARRISVILLE,"West Virginia, Harrisville"
WEST_VIRGINIA_HARTFORD_CITY,"West Virginia, Hartford City"
WEST_VIRGINIA_HARTS,"West Virginia, Harts"
WEST_VIRGINIA_HEDGESVILLE,"West Virginia, Hedgesville"
WEST_VIRGINIA_HENDERSON,"West Virginia, Henderson"
WEST_VIRGINIA_HENDRICKS,"West Virginia, Hendricks"
WEST_VIRGINIA_HILLSBORO,"West Virginia, Hillsboro"
WEST_VIRGINIA_HINTON,"West Virginia, Hinton"
WEST_VIRGINIA_HOLDEN,"West Virginia, Holden"
WEST_VIRGINIA_HOOVERSON_HEIGHTS,"West Virginia, Hooverson Heights"
WEST_VIRGINIA_HUNDRED,"West Virginia, Hundred"
WEST_VIRGINIA_HUNTINGTON,"West Virginia, Huntington"
WEST_VIRGINIA_HURRICANE,"West Virginia, Hurricane"
WEST_VIRGINIA_HUTTONSVILLE,"West Virginia, Huttonsville"
WEST_VIRGINIA_IAEGER,"West Virginia, Iaeger"
WEST_VIRGINIA_INWOOD,"West Virginia, Inwood"
WEST_VIRGINIA_JANE_LEW,"West Virginia, Jane Lew"
WEST_VIRGINIA_JEFFERSON,"West Virginia, Jefferson"
WEST_VIRGINIA_JUNIOR,"West Virginia, Junior"
WEST_VIRGINIA_KENOVA,"West Virginia, Kenova"
WEST_VIRGINIA_KERMIT,"West Virginia, Kermit"
WEST_VIRGINIA_KEYSER,"West Virginia, Keyser"
WEST_VIRGINIA_KEYSTONE,"West Virginia, Keystone"
WEST_VIRGINIA_KIMBALL,"West Virginia, Kimball"
WEST_VIRGINIA_KINGWOOD,"West Virginia, Kingwood"
WEST_VIRGINIA_LEON,"West Virginia, Leon"
WEST_VIRGINIA_LESTER,"West Virginia, Lester"
WEST_VIRGINIA_LEWISBURG,"West Virginia, Lewisburg"
WEST_VIRGINIA_LITTLETON,"West Virginia, Littleton"
WEST_VIRGINIA_LOGAN,"West Virginia, Logan"
WEST_VIRGINIA_LOST_CREEK,"West Virginia, Lost Creek"
WEST_VIRGINIA_LUBECK,"West Virginia, Lubeck"
WEST_VIRGINIA_LUMBERPORT,"West Virginia, Lumberport"
WEST_VIRGINIA_MABSCOTT,"West Virginia, Mabscott"
WEST_VIRGINIA_MACARTHUR,"West Virginia, MacArthur"
WEST_VIRGINIA_MCMECHEN,"West Virginia, McMechen"
WEST_VIRGINIA_MADISON,"West Virginia, Madison"
WEST_VIRGINIA_MALLORY,"West Virginia, Mallory"
WEST_VIRGINIA_MAN,"West Virginia, Man"
WEST_VIRGINIA_MANNINGTON,"West Virginia, Mannington"
WEST_VIRGINIA_MARLINTON,"West Virginia, Marlinton"
WEST_VIRGINIA_MARMET,"West Virginia, Marmet"
WEST_VIRGINIA_MARTINSBURG,"West Virginia, Martinsburg"
WEST_VIRGINIA_MASON,"West Virginia, Mason"
WEST_VIRGINIA_MASONTOWN,"West Virginia, Masontown"
WEST_VIRGINIA_MATEWAN,"West Virginia, Matewan"
WEST_VIRGINIA_MATOAKA,"West Virginia, Matoaka"
WEST_VIRGINIA_MEADOW_BRIDGE,"West Virginia, Meadow Bridge"
WEST_VIRGINIA_MIDDLEBOURNE,"West Virginia, Middlebourne"
WEST_VIRGINIA_MILL_CREEK,"West Virginia, Mill Creek"
WEST_VIRGINIA_MILTON,"West Virginia, Milton"
WEST_VIRGINIA_MINERALWELLS,"West Virginia, Mineralwells"
WEST_VIRGINIA_MITCHELL_HEIGHTS,"West Virginia, Mitchell Heights"
WEST_VIRGINIA_MONONGAH,"West Virginia, Monongah"
WEST_VIRGINIA_MONTCALM,"West Virginia, Montcalm"
WEST_VIRGINIA_MONTGOMERY,"West Virginia, Montgomery"
WEST_VIRGINIA_MONTROSE,"West Virginia, Montrose"
WEST_VIRGINIA_MOOREFIELD,"West Virginia, Moorefield"
WEST_VIRGINIA_MORGANTOWN,"West Virginia, Morgantown"
WEST_VIRGINIA_MOUNDSVILLE,"West Virginia, Moundsville"
WEST_VIRGINIA_MOUNT_GAY_SHAMROCK,"West Virginia, Mount Gay-Shamrock"
WEST_VIRGINIA_MOUNT_HOPE,"West Virginia, Mount Hope"
WEST_VIRGINIA_MULLENS,"West Virginia, Mullens"
WEST_VIRGINIA_NEWBURG,"West Virginia, Newburg"
WEST_VIRGINIA_NEW_CUMBERLAND,"West Virginia, New Cumberland"
WEST_VIRGINIA_NEWELL,"West Virginia, Newell"
WEST_VIRGINIA_NEW_HAVEN,"West Virginia, New Haven"
WEST_VIRGINIA_NEW_MARTINSVILLE,"West Virginia, New Martinsville"
WEST_VIRGINIA_NITRO,"West Virginia, Nitro"
WEST_VIRGINIA_NORTHFORK,"West Virginia, Northfork"
WEST_VIRGINIA_NORTH_HILLS,"West Virginia, North Hills"
WEST_VIRGINIA_NUTTER_FORT,"West Virginia, Nutter Fort"
WEST_VIRGINIA_OAK_HILL,"West Virginia, Oak Hill"
WEST_VIRGINIA_OAKVALE,"West Virginia, Oakvale"
WEST_VIRGINIA_OCEANA,"West Virginia, Oceana"
WEST_VIRGINIA_PADEN_CITY,"West Virginia, Paden City"
WEST_VIRGINIA_PARKERSBURG,"West Virginia, Parkersburg"
WEST_VIRGINIA_PARSONS,"West Virginia, Parsons"
WEST_VIRGINIA_PAW_PAW,"West Virginia, Paw Paw"
WEST_VIRGINIA_PAX,"West Virginia, Pax"
WEST_VIRGINIA_PEA_RIDGE,"West Virginia, Pea Ridge"
WEST_VIRGINIA_PENNSBORO,"West Virginia, Pennsboro"
WEST_VIRGINIA_PETERSBURG,"West Virginia, Petersburg"
WEST_VIRGINIA_PETERSTOWN,"West Virginia, Peterstown"
WEST_VIRGINIA_PHILIPPI,"West Virginia, Philippi"
WEST_VIRGINIA_PIEDMONT,"West Virginia, Piedmont"
WEST_VIRGINIA_PINCH,"West Virginia, Pinch"
WEST_VIRGINIA_PINE_GROVE,"West Virginia, Pine Grove"
WEST_VIRGINIA_PINEVILLE,"West Virginia, Pineville"
WEST_VIRGINIA_PINEY_VIEW,"West Virginia, Piney View"
WEST_VIRGINIA_PLEASANT_VALLEY,"West Virginia, Pleasant Valley"
WEST_VIRGINIA_POCA,"West Virginia, Poca"
WEST_VIRGINIA_POINT_PLEASANT,"West Virginia, Point Pleasant"
WEST_VIRGINIA_POWELLTON,"West Virginia, Powellton"
WEST_VIRGINIA_PRATT,"West Virginia, Pratt"
WEST_VIRGINIA_PRINCETON,"West Virginia, Princeton"
WEST_VIRGINIA_PROSPERITY,"West Virginia, Prosperity"
WEST_VIRGINIA_PULLMAN,"West Virginia, Pullman"
WEST_VIRGINIA_QUINWOOD,"West Virginia, Quinwood"
WEST_VIRGINIA_RAINELLE,"West Virginia, Rainelle"
WEST_VIRGINIA_RAVENSWOOD,"West Virginia, Ravenswood"
WEST_VIRGINIA_RED_JACKET,"West Virginia, Red Jacket"
WEST_VIRGINIA_REEDSVILLE,"West Virginia, Reedsville"
WEST_VIRGINIA_REEDY,"West Virginia, Reedy"
WEST_VIRGINIA_RHODELL,"West Virginia, Rhodell"
WEST_VIRGINIA_RICHWOOD,"West Virginia, Richwood"
WEST_VIRGINIA_RIDGELEY,"West Virginia, Ridgeley"
WEST_VIRGINIA_RIPLEY,"West Virginia, Ripley"
WEST_VIRGINIA_RIVESVILLE,"West Virginia, Rivesville"
WEST_VIRGINIA_ROMNEY,"West Virginia, Romney"
WEST_VIRGINIA_RONCEVERTE,"West Virginia, Ronceverte"
WEST_VIRGINIA_ROWLESBURG,"West Virginia, Rowlesburg"
WEST_VIRGINIA_RUPERT,"West Virginia, Rupert"
WEST_VIRGINIA_ST__ALBANS,"West Virginia, St. Albans"
WEST_VIRGINIA_ST__MARYS,"West Virginia, St. Marys"
WEST_VIRGINIA_SALEM,"West Virginia, Salem"
WEST_VIRGINIA_SAND_FORK,"West Virginia, Sand Fork"
WEST_VIRGINIA_SHADY_SPRING,"West Virginia, Shady Spring"
WEST_VIRGINIA_SHEPHERDSTOWN,"West Virginia, Shepherdstown"
WEST_VIRGINIA_SHINNSTON,"West Virginia, Shinnston"
WEST_VIRGINIA_SISSONVILLE,"West Virginia, Sissonville"
WEST_VIRGINIA_SISTERSVILLE,"West Virginia, Sistersville"
WEST_VIRGINIA_SMITHERS,"West Virginia, Smithers"
WEST_VIRGINIA_SMITHFIELD,"West Virginia, Smithfield"
WEST_VIRGINIA_SOPHIA,"West Virginia, Sophia"
WEST_VIRGINIA_SOUTH_CHARLESTON,"West Virginia, South Charleston"
WEST_VIRGINIA_SPENCER,"West Virginia, Spencer"
WEST_VIRGINIA_STANAFORD,"West Virginia, Stanaford"
WEST_VIRGINIA_STAR_CITY,"West Virginia, Star City"
WEST_VIRGINIA_STONEWOOD,"West Virginia, Stonewood"
WEST_VIRGINIA_SUMMERSVILLE,"West Virginia, Summersville"
WEST_VIRGINIA_SUTTON,"West Virginia, Sutton"
WEST_VIRGINIA_SWITZER,"West Virginia, Switzer"
WEST_VIRGINIA_SYLVESTER,"West Virginia, Sylvester"
WEST_VIRGINIA_TEAYS_VALLEY,"West Virginia, Teays Valley"
WEST_VIRGINIA_TERRA_ALTA,"West Virginia, Terra Alta"
WEST_VIRGINIA_THOMAS,"West Virginia, Thomas"
WEST_VIRGINIA_THURMOND,"West Virginia, Thurmond"
WEST_VIRGINIA_TORNADO,"West Virginia, Tornado"
WEST_VIRGINIA_TRIADELPHIA,"West Virginia, Triadelphia"
WEST_VIRGINIA_TUNNELTON,"West Virginia, Tunnelton"
WEST_VIRGINIA_UNION,"West Virginia, Union"
WEST_VIRGINIA_VALLEY_GROVE,"West Virginia, Valley Grove"
WEST_VIRGINIA_VIENNA,"West Virginia, Vienna"
WEST_VIRGINIA_WAR,"West Virginia, War"
WEST_VIRGINIA_WARDENSVILLE,"West Virginia, Wardensville"
WEST_VIRGINIA_WASHINGTON,"West Virginia, Washington"
WEST_VIRGINIA_WAYNE,"West Virginia, Wayne"
WEST_VIRGINIA_WEIRTON,"West Virginia, Weirton"
WEST_VIRGINIA_WELCH,"West Virginia, Welch"
WEST_VIRGINIA_WELLSBURG,"West Virginia, Wellsburg"
WEST_VIRGINIA_WEST_HAMLIN,"West Virginia, West Hamlin"
WEST_VIRGINIA_WEST_LIBERTY,"West Virginia, West Liberty"
WEST_VIRGINIA_WEST_LOGAN,"West Virginia, West Logan"
WEST_VIRGINIA_WEST_MILFORD,"West Virginia, West Milford"
WEST_VIRGINIA_WESTON,"West Virginia, Weston"
WEST_VIRGINIA_WESTOVER,"West Virginia, Westover"
WEST_VIRGINIA_WEST_UNION,"West Virginia, West Union"
WEST_VIRGINIA_WHEELING,"West Virginia, Wheeling"
WEST_VIRGINIA_WHITEHALL,"West Virginia, Whitehall"
WEST_VIRGINIA_WHITE_SULPHUR_SPRINGS,"West Virginia, White Sulphur Springs"
WEST_VIRGINIA_WHITESVILLE,"West Virginia, Whitesville"
WEST_VIRGINIA_WILEY_FORD,"West Virginia, Wiley Ford"
WEST_VIRGINIA_WILLIAMSON,"West Virginia, Williamson"
WEST_VIRGINIA_WILLIAMSTOWN,"West Virginia, Williamstown"
WEST_VIRGINIA_WINDSOR_HEIGHTS,"West Virginia, Windsor Heights"
WEST_VIRGINIA_WINFIELD,"West Virginia, Winfield"
WEST_VIRGINIA_WORTHINGTON,"West Virginia, Worthington"
WISCONSIN_ABBOTSFORD,"Wisconsin, Abbotsford"
WISCONSIN_ADAMS,"Wisconsin, Adams"
WISCONSIN_ADELL,"Wisconsin, Adell"
WISCONSIN_ALBANY,"Wisconsin, Albany"
WISCONSIN_ALGOMA,"Wisconsin, Algoma"
WISCONSIN_ALLOUEZ,"Wisconsin, Allouez"
WISCONSIN_ALMA,"Wisconsin, Alma"
WISCONSIN_ALMA_CENTER,"Wisconsin, Alma Center"
WISCONSIN_ALMENA,"Wisconsin, Almena"
WISCONSIN_ALMOND,"Wisconsin, Almond"
WISCONSIN_ALTOONA,"Wisconsin, Altoona"
WISCONSIN_AMERY,"Wisconsin, Amery"
WISCONSIN_AMHERST,"Wisconsin, Amherst"
WISCONSIN_AMHERST_JUNCTION,"Wisconsin, Amherst Junction"
WISCONSIN_ANIWA,"Wisconsin, Aniwa"
WISCONSIN_ANTIGO,"Wisconsin, Antigo"
WISCONSIN_APPLETON,"Wisconsin, Appleton"
WISCONSIN_ARCADIA,"Wisconsin, Arcadia"
WISCONSIN_ARENA,"Wisconsin, Arena"
WISCONSIN_ARGYLE,"Wisconsin, Argyle"
WISCONSIN_ARLINGTON,"Wisconsin, Arlington"
WISCONSIN_ARPIN,"Wisconsin, Arpin"
WISCONSIN_ASHLAND,"Wisconsin, Ashland"
WISCONSIN_ASHWAUBENON,"Wisconsin, Ashwaubenon"
WISCONSIN_ATHENS,"Wisconsin, Athens"
WISCONSIN_AUBURNDALE,"Wisconsin, Auburndale"
WISCONSIN_AUGUSTA,"Wisconsin, Augusta"
WISCONSIN_AVOCA,"Wisconsin, Avoca"
WISCONSIN_BAGLEY,"Wisconsin, Bagley"
WISCONSIN_BALDWIN,"Wisconsin, Baldwin"
WISCONSIN_BALSAM_LAKE,"Wisconsin, Balsam Lake"
WISCONSIN_BANGOR,"Wisconsin, Bangor"
WISCONSIN_BARABOO,"Wisconsin, Baraboo"
WISCONSIN_BARNEVELD,"Wisconsin, Barneveld"
WISCONSIN_BARRON,"Wisconsin, Barron"
WISCONSIN_BAY_CITY,"Wisconsin, Bay City"
WISCONSIN_BAYFIELD,"Wisconsin, Bayfield"
WISCONSIN_BAYSIDE,"Wisconsin, Bayside"
WISCONSIN_BEAR_CREEK,"Wisconsin, Bear Creek"
WISCONSIN_BEAVER_DAM,"Wisconsin, Beaver Dam"
WISCONSIN_BELGIUM,"Wisconsin, Belgium"
WISCONSIN_BELL_CENTER,"Wisconsin, Bell Center"
WISCONSIN_BELLEVILLE,"Wisconsin, Belleville"
WISCONSIN_BELLEVUE_TOWN,"Wisconsin, Bellevue Town"
WISCONSIN_BELMONT,"Wisconsin, Belmont"
WISCONSIN_BELOIT,"Wisconsin, Beloit"
WISCONSIN_BENTON,"Wisconsin, Benton"
WISCONSIN_BERLIN,"Wisconsin, Berlin"
WISCONSIN_BIG_BEND,"Wisconsin, Big Bend"
WISCONSIN_BIG_FALLS,"Wisconsin, Big Falls"
WISCONSIN_BIRCHWOOD,"Wisconsin, Birchwood"
WISCONSIN_BIRNAMWOOD,"Wisconsin, Birnamwood"
WISCONSIN_BIRON,"Wisconsin, Biron"
WISCONSIN_BLACK_CREEK,"Wisconsin, Black Creek"
WISCONSIN_BLACK_EARTH,"Wisconsin, Black Earth"
WISCONSIN_BLACK_RIVER_FALLS,"Wisconsin, Black River Falls"
WISCONSIN_BLAIR,"Wisconsin, Blair"
WISCONSIN_BLANCHARDVILLE,"Wisconsin, Blanchardville"
WISCONSIN_BLOOMER,"Wisconsin, Bloomer"
WISCONSIN_BLOOMINGTON,"Wisconsin, Bloomington"
WISCONSIN_BLUE_MOUNDS,"Wisconsin, Blue Mounds"
WISCONSIN_BLUE_RIVER,"Wisconsin, Blue River"
WISCONSIN_BOAZ,"Wisconsin, Boaz"
WISCONSIN_BOHNERS_LAKE,"Wisconsin, Bohners Lake"
WISCONSIN_BONDUEL,"Wisconsin, Bonduel"
WISCONSIN_BOSCOBEL,"Wisconsin, Boscobel"
WISCONSIN_BOWLER,"Wisconsin, Bowler"
WISCONSIN_BOYCEVILLE,"Wisconsin, Boyceville"
WISCONSIN_BOYD,"Wisconsin, Boyd"
WISCONSIN_BRANDON,"Wisconsin, Brandon"
WISCONSIN_BRICE_PRAIRIE,"Wisconsin, Brice Prairie"
WISCONSIN_BRILLION,"Wisconsin, Brillion"
WISCONSIN_BRODHEAD,"Wisconsin, Brodhead"
WISCONSIN_BROKAW,"Wisconsin, Brokaw"
WISCONSIN_BROOKFIELD,"Wisconsin, Brookfield"
WISCONSIN_BROOKLYN,"Wisconsin, Brooklyn"
WISCONSIN_BROWN_DEER,"Wisconsin, Brown Deer"
WISCONSIN_BROWNS_LAKE,"Wisconsin, Browns Lake"
WISCONSIN_BROWNSVILLE,"Wisconsin, Brownsville"
WISCONSIN_BROWNTOWN,"Wisconsin, Browntown"
WISCONSIN_BRUCE,"Wisconsin, Bruce"
WISCONSIN_BUFFALO_CITY,"Wisconsin, Buffalo City"
WISCONSIN_BURLINGTON,"Wisconsin, Burlington"
WISCONSIN_BUTLER,"Wisconsin, Butler"
WISCONSIN_BUTTERNUT,"Wisconsin, Butternut"
WISCONSIN_CADOTT,"Wisconsin, Cadott"
WISCONSIN_CAMBRIA,"Wisconsin, Cambria"
WISCONSIN_CAMBRIDGE,"Wisconsin, Cambridge"
WISCONSIN_CAMERON,"Wisconsin, Cameron"
WISCONSIN_CAMPBELLSPORT,"Wisconsin, Campbellsport"
WISCONSIN_CAMP_DOUGLAS,"Wisconsin, Camp Douglas"
WISCONSIN_CAMP_LAKE,"Wisconsin, Camp Lake"
WISCONSIN_CASCADE,"Wisconsin, Cascade"
WISCONSIN_CASCO,"Wisconsin, Casco"
WISCONSIN_CASHTON,"Wisconsin, Cashton"
WISCONSIN_CASSVILLE,"Wisconsin, Cassville"
WISCONSIN_CATAWBA,"Wisconsin, Catawba"
WISCONSIN_CAZENOVIA,"Wisconsin, Cazenovia"
WISCONSIN_CECIL,"Wisconsin, Cecil"
WISCONSIN_CEDARBURG,"Wisconsin, Cedarburg"
WISCONSIN_CEDAR_GROVE,"Wisconsin, Cedar Grove"
WISCONSIN_CENTURIA,"Wisconsin, Centuria"
WISCONSIN_CHAIN_O__LAKES_KING,"Wisconsin, Chain O' Lakes-King"
WISCONSIN_CHASEBURG,"Wisconsin, Chaseburg"
WISCONSIN_CHENEQUA,"Wisconsin, Chenequa"
WISCONSIN_CHETEK,"Wisconsin, Chetek"
WISCONSIN_CHIEF_LAKE,"Wisconsin, Chief Lake"
WISCONSIN_CHILTON,"Wisconsin, Chilton"
WISCONSIN_CHIPPEWA_FALLS,"Wisconsin, Chippewa Falls"
WISCONSIN_CLAYTON,"Wisconsin, Clayton"
WISCONSIN_CLEAR_LAKE,"Wisconsin, Clear Lake"
WISCONSIN_CLEVELAND,"Wisconsin, Cleveland"
WISCONSIN_CLINTON,"Wisconsin, Clinton"
WISCONSIN_CLINTONVILLE,"Wisconsin, Clintonville"
WISCONSIN_CLYMAN,"Wisconsin, Clyman"
WISCONSIN_COBB,"Wisconsin, Cobb"
WISCONSIN_COCHRANE,"Wisconsin, Cochrane"
WISCONSIN_COLBY,"Wisconsin, Colby"
WISCONSIN_COLEMAN,"Wisconsin, Coleman"
WISCONSIN_COLFAX,"Wisconsin, Colfax"
WISCONSIN_COLOMA,"Wisconsin, Coloma"
WISCONSIN_COLUMBUS,"Wisconsin, Columbus"
WISCONSIN_COMBINED_LOCKS,"Wisconsin, Combined Locks"
WISCONSIN_COMO,"Wisconsin, Como"
WISCONSIN_CONRATH,"Wisconsin, Conrath"
WISCONSIN_COON_VALLEY,"Wisconsin, Coon Valley"
WISCONSIN_CORNELL,"Wisconsin, Cornell"
WISCONSIN_COTTAGE_GROVE,"Wisconsin, Cottage Grove"
WISCONSIN_COUDERAY,"Wisconsin, Couderay"
WISCONSIN_CRANDON,"Wisconsin, Crandon"
WISCONSIN_CRIVITZ,"Wisconsin, Crivitz"
WISCONSIN_CROSS_PLAINS,"Wisconsin, Cross Plains"
WISCONSIN_CUBA_CITY,"Wisconsin, Cuba City"
WISCONSIN_CUDAHY,"Wisconsin, Cudahy"
WISCONSIN_CUMBERLAND,"Wisconsin, Cumberland"
WISCONSIN_CURTISS,"Wisconsin, Curtiss"
WISCONSIN_DALLAS,"Wisconsin, Dallas"
WISCONSIN_DANE,"Wisconsin, Dane"
WISCONSIN_DARIEN,"Wisconsin, Darien"
WISCONSIN_DARLINGTON,"Wisconsin, Darlington"
WISCONSIN_DEERFIELD,"Wisconsin, Deerfield"
WISCONSIN_DEER_PARK,"Wisconsin, Deer Park"
WISCONSIN_DEFOREST,"Wisconsin, DeForest"
WISCONSIN_DELAFIELD,"Wisconsin, Delafield"
WISCONSIN_DELAVAN,"Wisconsin, Delavan"
WISCONSIN_DELAVAN_LAKE,"Wisconsin, Delavan Lake"
WISCONSIN_DENMARK,"Wisconsin, Denmark"
WISCONSIN_DE_PERE,"Wisconsin, De Pere"
WISCONSIN_DE_SOTO,"Wisconsin, De Soto"
WISCONSIN_DICKEYVILLE,"Wisconsin, Dickeyville"
WISCONSIN_DODGEVILLE,"Wisconsin, Dodgeville"
WISCONSIN_DORCHESTER,"Wisconsin, Dorchester"
WISCONSIN_DOUSMAN,"Wisconsin, Dousman"
WISCONSIN_DOWNING,"Wisconsin, Downing"
WISCONSIN_DOYLESTOWN,"Wisconsin, Doylestown"
WISCONSIN_DRESSER,"Wisconsin, Dresser"
